model,params,mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_train_accuracy,mean_train_precision,mean_train_recall,mean_train_f1,overfit,overfit_flg
RandomForest,"{'n_estimators': 57, 'max_depth': 30, 'max_features': 'sqrt', 'max_samples': 0.6311449563444538}",0.859649527159201,0.7602844844047238,0.6038339356429336,0.6730831500666189,0.9552229770376265,0.9598268747198863,0.8483788288861707,0.9006524856298265,0.22756933556320758,True
RandomForest,"{'n_estimators': 51, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.6325099266007193}",0.8621678490390486,0.7697530481949261,0.6049458580341774,0.6774673270232503,0.9324556874244836,0.9256164931259662,0.7804400914602406,0.8468422743357039,0.16937494731245362,True
RandomForest,"{'n_estimators': 51, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.6223918334422263}",0.8609598794231189,0.7663997657613678,0.6026357525003976,0.674712966155711,0.9317902728396167,0.9252514709166828,0.777787578877715,0.8451202997050875,0.17040733354937654,True
RandomForest,"{'n_estimators': 64, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.639324769347886}",0.8612874558562784,0.7659128277363384,0.6052883310093232,0.6761923709904609,0.934574772813149,0.9289874756316308,0.7867293227649692,0.8519287710579163,0.1757364000674554,True
RandomForest,"{'n_estimators': 57, 'max_depth': 26, 'max_features': 'sqrt', 'max_samples': 0.6002471692661758}",0.861696931113736,0.7686642199876624,0.6037479824166015,0.6762887850498536,0.9350763878633065,0.93065772536305,0.7873281123175963,0.8530064903640402,0.17671770531418662,True
RandomForest,"{'n_estimators': 52, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.8219983073707265}",0.8604479976232325,0.7658107650098506,0.6004108972787555,0.6730974344734945,0.9421707004358991,0.9388547804041817,0.8111582596180802,0.870304385458709,0.19720695098521457,True
RandomForest,"{'n_estimators': 61, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.8322066787391587}",0.8623111754399759,0.770839367786697,0.6041761450252566,0.6774022956143813,0.9425289934869107,0.9413871257474439,0.8102596168063134,0.870904890206563,0.19350259459218178,True
RandomForest,"{'n_estimators': 69, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.835009918467598}",0.8623316580060637,0.7709818125514095,0.6040906530863644,0.6774016830129552,0.9436857714641272,0.9420755770953808,0.8147516393588804,0.8737947301806467,0.19639304716769146,True
RandomForest,"{'n_estimators': 76, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.830026986639586}",0.8623521078744959,0.7714901498470526,0.6034915944641993,0.6772203258407252,0.9432353335901618,0.9407726872580127,0.814024200074306,0.872818238867659,0.19559791302693375,True
RandomForest,"{'n_estimators': 76, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.8138209373176403}",0.8618197824941882,0.7677277009622933,0.605801656065842,0.6772195325420767,0.9423242429681559,0.9399260488500446,0.8108158306004462,0.8705839493318899,0.1933644167898132,True
RandomForest,"{'n_estimators': 72, 'max_depth': 26, 'max_features': 'sqrt', 'max_samples': 0.6837053626444181}",0.8607551342487771,0.7657754222618122,0.6022935431180746,0.6742665765988617,0.9409115140310672,0.9407194668587842,0.8037137119902912,0.8668271051210437,0.19256052852218197,True
RandomForest,"{'n_estimators': 68, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.6789646821072189}",0.8617788802421197,0.7699984172048951,0.6022084685344854,0.6758427514093622,0.9365095770444603,0.9337690609636927,0.7907507332869996,0.8563161293925322,0.18047337798316998,True
RandomForest,"{'n_estimators': 109, 'max_depth': 25, 'max_features': 'sqrt', 'max_samples': 0.6802260001185694}",0.8617378912155033,0.7692063273604145,0.6031491873872592,0.6761299547278844,0.9363355437722231,0.9318333369368892,0.7919059782295004,0.8561549459783958,0.1800249912505114,True
RandomForest,"{'n_estimators': 104, 'max_depth': 26, 'max_features': 'sqrt', 'max_samples': 0.6816091165198773}",0.8618812289348498,0.7699647967490152,0.6028926896045141,0.6762624462641869,0.9417816913959335,0.9417692539631156,0.8065805309764834,0.8689103274921136,0.19264788122792675,True
RandomForest,"{'n_estimators': 107, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8383940446491454}",0.8608779818564228,0.7653369815517737,0.6036627980026693,0.6749507708039024,0.9553048768049811,0.95808055208705,0.8504324640630729,0.901037268758231,0.22608649795432856,True
RandomForest,"{'n_estimators': 107, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8374030993002088}",0.8612465033001241,0.7667355729370486,0.6038335841858364,0.6756034240493899,0.9556734098813379,0.9592017787973601,0.8509457287234757,0.9018325936819577,0.22622916963256778,True
RandomForest,"{'n_estimators': 107, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8448516033365349}",0.8614512371560464,0.7658623815530269,0.6064003851969786,0.6768564755128158,0.955397019427199,0.9593766434062815,0.8495769406002168,0.9011209909006809,0.22426451538786507,True
RandomForest,"{'n_estimators': 104, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8446573241754807}",0.8606118078478499,0.7640493667411556,0.6040047218261009,0.6746613654301191,0.955499383840091,0.9588183088607843,0.8505608227819689,0.901437258865145,0.2267758934350259,True
RandomForest,"{'n_estimators': 112, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8524228532418116}",0.8615126886271165,0.766760046469845,0.6054592270228333,0.6766220017066237,0.9555608035567554,0.956453792812098,0.8531277390917107,0.9018289594233598,0.22520695771673616,True
RandomForest,"{'n_estimators': 101, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8464301957692447}",0.8600794988163699,0.7626824134078113,0.6028071317674163,0.6733844649421709,0.9557041280710283,0.9592953543046908,0.8509886613847687,0.9018892388159777,0.22850477387380685,True
RandomForest,"{'n_estimators': 107, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8415887295163554}",0.8621064076287958,0.7683639960959595,0.6065716546336543,0.677941338917309,0.9555403304226643,0.9574777628512307,0.852058282600424,0.9016700927199301,0.22372875380262114,True
RandomForest,"{'n_estimators': 64, 'max_depth': 27, 'max_features': 'sqrt', 'max_samples': 0.8353971485850412}",0.8595062108190907,0.7617166002468948,0.6008387303963821,0.6717743751296799,0.9547930204719148,0.957280317992452,0.8489779039610368,0.8998526710961022,0.22807829596642237,True
RandomForest,"{'n_estimators': 65, 'max_depth': 13, 'max_features': 'sqrt', 'max_samples': 0.7785279591841601}",0.8608370469066986,0.7911437648229341,0.5684954736719096,0.6615893630167919,0.8752815410413247,0.8297096758888155,0.6024648168515402,0.69800455284724,0.036415189830448,False
RandomForest,"{'n_estimators': 85, 'max_depth': 13, 'max_features': 'sqrt', 'max_samples': 0.781829146415805}",0.8608370406186879,0.7916400007073933,0.5679819728868423,0.6613983129827979,0.8748515744151049,0.8302931074223022,0.5997266475972952,0.6963007964962723,0.03490248351347436,False
RandomForest,"{'n_estimators': 83, 'max_depth': 12, 'max_features': 'log2', 'max_samples': 0.7816117486028223}",0.8538553365667793,0.7968708400061528,0.5223758895159469,0.6310627888505381,0.863426973279843,0.8215530602769396,0.5483872506940606,0.6577195107116883,0.0266567218611502,False
RandomForest,"{'n_estimators': 84, 'max_depth': 12, 'max_features': 'log2', 'max_samples': 0.7795962031557806}",0.8544490656292757,0.7973622755631756,0.5251993420723141,0.6332674054588191,0.8638364626848901,0.8210553664766288,0.551082684956255,0.6594600866693474,0.026192681210528312,False
RandomForest,"{'n_estimators': 86, 'max_depth': 13, 'max_features': 'log2', 'max_samples': 0.7804734320280492}",0.8549609524595705,0.7915744999969819,0.5346121978457438,0.6381595613207895,0.8671123229068636,0.8227454809220766,0.5668265129977191,0.6711524361847766,0.032992874863987054,False
RandomForest,"{'n_estimators': 82, 'max_depth': 10, 'max_features': 'log2', 'max_samples': 0.7808686538525993}",0.8497195245398673,0.7983595322328245,0.4976471704628427,0.6131152938828814,0.8548175975387942,0.8130911106763151,0.5106105225399601,0.62725536353899,0.01414006965610859,False
RandomForest,"{'n_estimators': 82, 'max_depth': 12, 'max_features': 'log2', 'max_samples': 0.7841980832350584}",0.8544081344523579,0.7963586267571944,0.5260551840361157,0.633572873722582,0.8640207230924464,0.8218194534146689,0.5512965466041259,0.6598574596140755,0.026284585891493517,False
RandomForest,"{'n_estimators': 79, 'max_depth': 10, 'max_features': 'log2', 'max_samples': 0.7866483682942236}",0.8489415278387086,0.7981186229440299,0.4935407018071045,0.6098404776723144,0.8544388124902388,0.8140127784966134,0.5077438298424507,0.625305968030283,0.015465490357968625,False
RandomForest,"{'n_estimators': 84, 'max_depth': 23, 'max_features': 'log2', 'max_samples': 0.7963236905427229}",0.8605708427156741,0.7767135690869775,0.5856936093677375,0.6678076515629194,0.9173969355313639,0.9077676948755776,0.7288444767831326,0.8085006766855828,0.14069302512266335,True
