model,params,mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_train_accuracy,mean_train_precision,mean_train_recall,mean_train_f1,overfit,overfit_flg
GradientBoosting,"{'n_estimators': 100, 'learning_rate': 0.16807091592872742, 'max_depth': 3, 'subsample': 0.8956583789475803}",0.8708693818699347,0.7879147024913823,0.6298459343882318,0.7000528801211079,0.8752917697485981,0.8005716022847226,0.6376746781132093,0.7098813679259782,0.009828487804870334,False
GradientBoosting,"{'n_estimators': 102, 'learning_rate': 0.16792608721207883, 'max_depth': 3, 'subsample': 0.8636325576586861}",0.8709717506842991,0.7880885271845993,0.6301883194991033,0.7003203644092784,0.8757421937893649,0.800149639804543,0.6407548590833542,0.7116299066197461,0.01130954221046776,False
GradientBoosting,"{'n_estimators': 137, 'learning_rate': 0.10228417070867554, 'max_depth': 5, 'subsample': 0.806649029389579}",0.8740428930865637,0.7842663377408422,0.6532906488688792,0.7128098643988695,0.8887126045779525,0.8190972462719026,0.6865324639664344,0.7469613739973653,0.03415150959849578,False
GradientBoosting,"{'n_estimators': 137, 'learning_rate': 0.12491657714204146, 'max_depth': 5, 'subsample': 0.7922178323693044}",0.8722821167818404,0.7781945435671505,0.6520927512852347,0.7095818435755875,0.8920499014936977,0.8252151022243494,0.6963296215002991,0.7553080750563664,0.04572623148077892,False
GradientBoosting,"{'n_estimators': 139, 'learning_rate': 0.1718736573871576, 'max_depth': 5, 'subsample': 0.7761112247792797}",0.8713198310627831,0.7701821694964449,0.6587671192555437,0.710117774732014,0.8998607923085413,0.8375335652456389,0.7214429386880087,0.7751575255698606,0.06503975083784663,True
GradientBoosting,"{'n_estimators': 140, 'learning_rate': 0.128087474435302, 'max_depth': 3, 'subsample': 0.7759921241293647}",0.8706032179221787,0.7856564659553825,0.6314715991912973,0.7001546934916442,0.8759162374365012,0.7990656997989841,0.6431508409157058,0.7126709766980451,0.012516283206400969,False
GradientBoosting,"{'n_estimators': 141, 'learning_rate': 0.13024239602604187, 'max_depth': 5, 'subsample': 0.7779385749739591}",0.8725892295129443,0.7775941648942563,0.6548309095973268,0.710942986731263,0.8935752219789975,0.8269357479470395,0.7021907616248623,0.7594636140564632,0.04852062732520024,False
GradientBoosting,"{'n_estimators': 141, 'learning_rate': 0.1291750374580885, 'max_depth': 5, 'subsample': 0.7747281015013391}",0.8719749914747151,0.7750126877559603,0.655172745556484,0.710070867008799,0.8938925741064717,0.8277910779081333,0.7027470577811794,0.7601469197121126,0.05007605270331361,True
GradientBoosting,"{'n_estimators': 144, 'learning_rate': 0.13212486097042697, 'max_depth': 5, 'subsample': 0.7711329348530902}",0.8728349373042574,0.7773564492995116,0.6566276681085194,0.7119085237734512,0.8938720962565174,0.8272559252325822,0.7033460065673629,0.7602655374534515,0.04835701368000034,False
GradientBoosting,"{'n_estimators': 138, 'learning_rate': 0.13429599186551874, 'max_depth': 5, 'subsample': 0.7718786266283931}",0.8728963585928761,0.7765571561589283,0.658168082599447,0.712475416372516,0.8934626216278416,0.8263050809136824,0.7024048044695389,0.7593211359217767,0.046845719549260756,False
GradientBoosting,"{'n_estimators': 139, 'learning_rate': 0.11638817518528619, 'max_depth': 5, 'subsample': 0.7783119576173597}",0.8733058099558929,0.780836896810861,0.6541458318506237,0.7118942671111955,0.8912206977490204,0.8234851966186012,0.6941906645912274,0.7533019919390095,0.04140772482781396,False
GradientBoosting,"{'n_estimators': 139, 'learning_rate': 0.11519930810257242, 'max_depth': 5, 'subsample': 0.7581449108467213}",0.8723640093181276,0.780199942938097,0.6496110468237504,0.7089377936018747,0.8902993510677343,0.8219558266801497,0.6912813027914148,0.7509588144554202,0.04202102085354553,False
GradientBoosting,"{'n_estimators': 133, 'learning_rate': 0.11081123940395562, 'max_depth': 5, 'subsample': 0.8237462256709241}",0.8736743464908198,0.7817920473542567,0.6548306020723668,0.712694579202656,0.8894701495237931,0.8204657975473872,0.6887999278463339,0.7488740870516377,0.03617950784898172,False
GradientBoosting,"{'n_estimators': 135, 'learning_rate': 0.11623110470806425, 'max_depth': 5, 'subsample': 0.8213609193879619}",0.8738791168172041,0.7830063129432735,0.654231829009093,0.712849433252508,0.8908521596424096,0.8235564051028846,0.6921370294143254,0.7521283599227834,0.03927892667027533,False
GradientBoosting,"{'n_estimators': 130, 'learning_rate': 0.11289728018370923, 'max_depth': 5, 'subsample': 0.8230501324711912}",0.8732239174196056,0.7821575761597322,0.6516648742354709,0.7109703021910923,0.889920578909205,0.8213246093997677,0.6900833832557988,0.7499912996876518,0.03902099749655952,False
GradientBoosting,"{'n_estimators': 133, 'learning_rate': 0.11053664448692072, 'max_depth': 5, 'subsample': 0.8341762743228189}",0.8728144283285245,0.7817199570162084,0.6499533880024848,0.7097728797824909,0.8898898811549216,0.8218353104199075,0.6892279366643148,0.7496852782126271,0.039912398430136165,False
GradientBoosting,"{'n_estimators': 130, 'learning_rate': 0.11134759143647041, 'max_depth': 5, 'subsample': 0.8249280093900315}",0.8733262937795828,0.7827479912209189,0.6514080469616973,0.7110639615893461,0.8892449318443738,0.8196125565119328,0.6887143151011129,0.748470211771273,0.03740625018192689,False
XGBoost,"{'max_depth': 5, 'learning_rate': 0.24177917144143865, 'subsample': 0.6118156561306589, 'gamma': 5}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 6, 'learning_rate': 0.223012993876023, 'subsample': 0.8100658929350106, 'gamma': 3}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 5, 'learning_rate': 0.27460088484218464, 'subsample': 0.7385367761729318, 'gamma': 5}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 6, 'learning_rate': 0.24768524044430143, 'subsample': 0.8714046940978234, 'gamma': 4}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.2582903420923403, 'subsample': 0.8787705094176956, 'gamma': 3}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 6, 'learning_rate': 0.25050727991012084, 'subsample': 0.7761345020990972, 'gamma': 4}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 6, 'learning_rate': 0.29160923272698036, 'subsample': 0.7816491204294232, 'gamma': 3}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.29508738728479744, 'subsample': 0.8582601521877566, 'gamma': 5}",0.8723025628774662,0.7889539749196676,0.6366053769421299,0.7046258632272814,0.8754555614235356,0.7969764540771319,0.6434074430464397,0.7119983284361088,0.0073724652088273945,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2619760948873075, 'subsample': 0.8769188811290556, 'gamma': 3}",0.8729782423259483,0.787605654535176,0.6423384769079509,0.7075865959568581,0.8771549198969356,0.7976646841588225,0.6520067634068725,0.7175041069667315,0.00991751100987337,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.27362945143014744, 'subsample': 0.6024788241728255, 'gamma': 5}",0.8738790866347528,0.7844066297217512,0.6521778917670297,0.7121989192904207,0.8785574031496433,0.7960638593875276,0.6621036314387571,0.722900302890323,0.010701383599902359,False
XGBoost,"{'max_depth': 5, 'learning_rate': 0.2900748198824861, 'subsample': 0.6347775031566405, 'gamma': 4}",0.8721797592858952,0.7752048373952606,0.6561142551877265,0.7106933043725813,0.8822018143682534,0.8003833010334481,0.6763929158506222,0.7331741760454547,0.02248087167287338,False
XGBoost,"{'max_depth': 5, 'learning_rate': 0.21331370300121796, 'subsample': 0.8215861618417645, 'gamma': 5}",0.8719135802469137,0.7884195307821881,0.6351507838811231,0.7035338989337369,0.8760595547197839,0.7977425669356727,0.6457606020337442,0.7137313790187142,0.01019748008497734,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2571035073933415, 'subsample': 0.7296278016566735, 'gamma': 5}",0.8719135802469137,0.7884195307821881,0.6351507838811231,0.7035338989337369,0.8760595547197839,0.7977425669356727,0.6457606020337442,0.7137313790187142,0.01019748008497734,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.27448203653306363, 'subsample': 0.6936094246513771, 'gamma': 5}",0.8730805885034741,0.7853465190096559,0.6461887553059039,0.7089971543634824,0.8763154865018121,0.793678755819013,0.6528196671847358,0.7163675185280329,0.0073703641645505025,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.2639633251899627, 'subsample': 0.7335148013982937, 'gamma': 5}",0.8726096831541829,0.7836936787501112,0.6458465239575123,0.7081131235565965,0.8773391969672085,0.7955198948020245,0.6559857189682791,0.7190273687171036,0.010914245160507097,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.250911282852481, 'subsample': 0.868865079265569, 'gamma': 4}",0.8732648536269321,0.784609092598905,0.6483276353351451,0.7099872330937274,0.8790897385902272,0.7992323584605784,0.6606490438826597,0.7233359417472229,0.013348708653495578,False
XGBoost,"{'max_depth': 5, 'learning_rate': 0.29737252402215986, 'subsample': 0.7396770109288006, 'gamma': 5}",0.871504086125424,0.7785393827963775,0.6470442018804712,0.7067191441242923,0.8788952221233909,0.7969589380456096,0.6627452657996806,0.7236629180025913,0.01694377387829904,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.20829309219453196, 'subsample': 0.6195493328073753, 'gamma': 5}",0.8724458829903826,0.7831405444217552,0.6457604609008373,0.7078321562633288,0.8777384488620376,0.7956453481888882,0.6580393212003074,0.7203122332906283,0.012480077027299474,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.27188179053374, 'subsample': 0.604880250982866, 'gamma': 4}",0.8745956884569378,0.7845120729018258,0.6561144748484121,0.7145814978904884,0.8805741187807716,0.7987361633185802,0.6696332811662239,0.7284941531287871,0.013912655238298655,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.2774963132741388, 'subsample': 0.6064910381546857, 'gamma': 4}",0.8745956884569378,0.7845120729018258,0.6561144748484121,0.7145814978904884,0.8805741187807716,0.7987361633185802,0.6696332811662239,0.7284941531287871,0.013912655238298655,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.2815496221957182, 'subsample': 0.6057423280911307, 'gamma': 4}",0.8726301757810879,0.7785597097376473,0.6536326385905165,0.710629193621048,0.8803079457158346,0.797782192838013,0.6695050048095122,0.7280099727777323,0.017380779156684234,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.28088815835450404, 'subsample': 0.607878728110931, 'gamma': 4}",0.8733672614269631,0.7807652889047941,0.654574192153896,0.7121196560482325,0.8799701330299045,0.7971498035963412,0.6684782448745903,0.7271436232077179,0.015023967159485396,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.28255088125359606, 'subsample': 0.6008643210182993, 'gamma': 4}",0.8726915958121045,0.7779952017575918,0.6548305142080925,0.7111129969697604,0.8804717433641986,0.7969036896962373,0.6716441429153894,0.7289054612179142,0.01779246424815384,False
XGBoost,"{'max_depth': 5, 'learning_rate': 0.2835808487968956, 'subsample': 0.6027061848129948, 'gamma': 4}",0.872568751977265,0.777724537525116,0.6544885464525239,0.7107972394530356,0.8828262679085667,0.8017684758054925,0.677933050262193,0.734654576763201,0.023857337310165372,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.2765029659257111, 'subsample': 0.6023279173102776, 'gamma': 4}",0.8735515202624103,0.7805602182758199,0.6559431834456678,0.7128443276796713,0.8798882357776767,0.7962126350176745,0.6693338342271936,0.7272693517316781,0.01442502405200674,False
XGBoost,"{'max_depth': 4, 'learning_rate': 0.28214510917677194, 'subsample': 0.6564283419994816, 'gamma': 4}",0.8734696038316824,0.7795225743650486,0.6570551937011859,0.7130673512890432,0.8801031983409885,0.7973315169391024,0.6689915040441811,0.7275243496840013,0.014456998394958065,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2804999908583393, 'subsample': 0.6724238735123352, 'gamma': 4}",0.8716883638249033,0.7806459606358652,0.6449908137901221,0.7063634431550537,0.8777384488620376,0.796384446272012,0.6570552742941868,0.7200075263280737,0.013644083173020016,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2345708104163871, 'subsample': 0.6588254603775547, 'gamma': 4}",0.8721797454522718,0.7841023517944458,0.6427663100255773,0.7064272817025401,0.8764690425528766,0.796654896742233,0.6495253170812317,0.7156030587294713,0.009175777026931176,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2733108093913021, 'subsample': 0.6579261592871896, 'gamma': 4}",0.8723435380704591,0.7835364841361133,0.644563112468907,0.7072727760499743,0.8776565371478293,0.7973700476691903,0.6552155172375925,0.7193230001627168,0.01205022411274248,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.27298332150123633, 'subsample': 0.6603389642453724, 'gamma': 4}",0.8725687482044585,0.7828982146394986,0.6467879676905491,0.708334344297516,0.8775234583179373,0.7971941912216364,0.6547019999998243,0.7189545720178926,0.01062022772037663,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.271236483524311, 'subsample': 0.6590073866185987, 'gamma': 4}",0.8717907515032999,0.7823652276205467,0.6430231372993509,0.7058747092659082,0.877482507019501,0.7974036050031422,0.6541886310139878,0.7187224028003313,0.012847693534423055,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2698293956004245, 'subsample': 0.6585175076314184, 'gamma': 4}",0.8723844780505919,0.78434016033045,0.6436216687358702,0.707042631315704,0.8769604188352523,0.7954743991642665,0.6539321002638138,0.7177735190764089,0.010730887760704855,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.26856995039507525, 'subsample': 0.6579145004886617, 'gamma': 4}",0.8725892156793208,0.7845851897877468,0.6444771372765062,0.7076430387703331,0.8772163556475348,0.7975460423575705,0.6524775291801532,0.7177437310036515,0.010100692233318442,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.26706760549065633, 'subsample': 0.6484232158308073, 'gamma': 4}",0.8716474112687491,0.7825150591026118,0.6419961357292164,0.7053189661737876,0.8771446849018445,0.7967582831389558,0.6532046115619288,0.7178671557181538,0.012548189544366206,False
XGBoost,"{'max_depth': 3, 'learning_rate': 0.2690614240205217, 'subsample': 0.6593787193904229, 'gamma': 3}",0.8719750141115536,0.7817133447820636,0.6450764375254258,0.7068495350006841,0.8788031021373164,0.8002388154157862,0.6576541736630596,0.7219641693039378,0.01511463430325366,False
